file,emotion,intensity,statement,repitition,actor
03-01-03-02-02-02-20.wav,happy,high,Dogs are sitting by the door,02,20
03-01-04-01-01-01-20.wav,sad,medium,Kids are talking by the door,01,20
03-01-05-02-02-02-20.wav,angry,high,Dogs are sitting by the door,02,20
03-01-05-02-01-01-20.wav,angry,high,Kids are talking by the door,01,20
03-01-04-01-01-02-20.wav,sad,medium,Kids are talking by the door,02,20
03-01-05-01-01-02-20.wav,angry,medium,Kids are talking by the door,02,20
03-01-01-01-02-01-20.wav,neutral,medium,Dogs are sitting by the door,01,20
03-01-02-02-01-01-20.wav,calm,high,Kids are talking by the door,01,20
03-01-04-02-02-01-20.wav,sad,high,Dogs are sitting by the door,01,20
03-01-06-01-02-02-20.wav,fearful,medium,Dogs are sitting by the door,02,20
03-01-03-02-01-01-20.wav,happy,high,Kids are talking by the door,01,20
03-01-05-02-02-01-20.wav,angry,high,Dogs are sitting by the door,01,20
03-01-02-01-02-02-20.wav,calm,medium,Dogs are sitting by the door,02,20
03-01-07-02-01-01-20.wav,disgust,high,Kids are talking by the door,01,20
03-01-06-02-02-01-20.wav,fearful,high,Dogs are sitting by the door,01,20
03-01-08-01-02-02-20.wav,surprised,medium,Dogs are sitting by the door,02,20
03-01-03-02-02-01-20.wav,happy,high,Dogs are sitting by the door,01,20
03-01-07-01-02-01-20.wav,disgust,medium,Dogs are sitting by the door,01,20
03-01-04-01-02-02-20.wav,sad,medium,Dogs are sitting by the door,02,20
03-01-03-01-01-01-20.wav,happy,medium,Kids are talking by the door,01,20
03-01-08-01-02-01-20.wav,surprised,medium,Dogs are sitting by the door,01,20
03-01-04-01-02-01-20.wav,sad,medium,Dogs are sitting by the door,01,20
03-01-05-01-01-01-20.wav,angry,medium,Kids are talking by the door,01,20
03-01-03-01-01-02-20.wav,happy,medium,Kids are talking by the door,02,20
03-01-08-02-01-01-20.wav,surprised,high,Kids are talking by the door,01,20
03-01-02-02-02-02-20.wav,calm,high,Dogs are sitting by the door,02,20
03-01-02-01-01-01-20.wav,calm,medium,Kids are talking by the door,01,20
03-01-04-02-02-02-20.wav,sad,high,Dogs are sitting by the door,02,20
03-01-01-01-01-01-20.wav,neutral,medium,Kids are talking by the door,01,20
03-01-02-02-01-02-20.wav,calm,high,Kids are talking by the door,02,20
03-01-05-02-01-02-20.wav,angry,high,Kids are talking by the door,02,20
03-01-03-01-02-02-20.wav,happy,medium,Dogs are sitting by the door,02,20
03-01-06-02-01-01-20.wav,fearful,high,Kids are talking by the door,01,20
03-01-08-01-01-02-20.wav,surprised,medium,Kids are talking by the door,02,20
03-01-03-01-02-01-20.wav,happy,medium,Dogs are sitting by the door,01,20
03-01-07-01-01-02-20.wav,disgust,medium,Kids are talking by the door,02,20
03-01-07-02-02-02-20.wav,disgust,high,Dogs are sitting by the door,02,20
03-01-06-02-02-02-20.wav,fearful,high,Dogs are sitting by the door,02,20
03-01-08-01-01-01-20.wav,surprised,medium,Kids are talking by the door,01,20
03-01-02-02-02-01-20.wav,calm,high,Dogs are sitting by the door,01,20
03-01-01-01-01-02-20.wav,neutral,medium,Kids are talking by the door,02,20
03-01-03-02-01-02-20.wav,happy,high,Kids are talking by the door,02,20
03-01-04-02-01-01-20.wav,sad,high,Kids are talking by the door,01,20
03-01-08-02-02-01-20.wav,surprised,high,Dogs are sitting by the door,01,20
03-01-02-01-02-01-20.wav,calm,medium,Dogs are sitting by the door,01,20
03-01-07-02-02-01-20.wav,disgust,high,Dogs are sitting by the door,01,20
03-01-07-01-01-01-20.wav,disgust,medium,Kids are talking by the door,01,20
03-01-08-02-01-02-20.wav,surprised,high,Kids are talking by the door,02,20
03-01-04-02-01-02-20.wav,sad,high,Kids are talking by the door,02,20
03-01-06-02-01-02-20.wav,fearful,high,Kids are talking by the door,02,20
03-01-08-02-02-02-20.wav,surprised,high,Dogs are sitting by the door,02,20
03-01-07-01-02-02-20.wav,disgust,medium,Dogs are sitting by the door,02,20
03-01-06-01-01-02-20.wav,fearful,medium,Kids are talking by the door,02,20
03-01-06-02-01-01-10.wav,fearful,high,Kids are talking by the door,01,10
03-01-02-02-01-02-10.wav,calm,high,Kids are talking by the door,02,10
03-01-04-01-02-01-10.wav,sad,medium,Dogs are sitting by the door,01,10
03-01-08-01-02-01-10.wav,surprised,medium,Dogs are sitting by the door,01,10
03-01-03-02-01-01-10.wav,happy,high,Kids are talking by the door,01,10
03-01-04-01-02-02-10.wav,sad,medium,Dogs are sitting by the door,02,10
03-01-02-01-02-02-10.wav,calm,medium,Dogs are sitting by the door,02,10
03-01-05-02-02-01-10.wav,angry,high,Dogs are sitting by the door,01,10
03-01-08-02-02-02-10.wav,surprised,high,Dogs are sitting by the door,02,10
03-01-05-01-01-02-10.wav,angry,medium,Kids are talking by the door,02,10
03-01-06-01-01-01-10.wav,fearful,medium,Kids are talking by the door,01,10
03-01-08-02-01-02-10.wav,surprised,high,Kids are talking by the door,02,10
03-01-03-02-01-02-10.wav,happy,high,Kids are talking by the door,02,10
03-01-03-01-02-01-10.wav,happy,medium,Dogs are sitting by the door,01,10
03-01-02-01-02-01-10.wav,calm,medium,Dogs are sitting by the door,01,10
03-01-04-01-01-02-10.wav,sad,medium,Kids are talking by the door,02,10
03-01-07-01-02-01-10.wav,disgust,medium,Dogs are sitting by the door,01,10
03-01-06-01-02-02-10.wav,fearful,medium,Dogs are sitting by the door,02,10
03-01-03-01-02-02-10.wav,happy,medium,Dogs are sitting by the door,02,10
03-01-05-01-02-01-10.wav,angry,medium,Dogs are sitting by the door,01,10
03-01-08-01-01-01-10.wav,surprised,medium,Kids are talking by the door,01,10
03-01-08-01-01-02-10.wav,surprised,medium,Kids are talking by the door,02,10
03-01-04-02-02-02-10.wav,sad,high,Dogs are sitting by the door,02,10
03-01-03-01-01-02-10.wav,happy,medium,Kids are talking by the door,02,10
03-01-06-02-02-02-10.wav,fearful,high,Dogs are sitting by the door,02,10
03-01-02-02-02-02-10.wav,calm,high,Dogs are sitting by the door,02,10
03-01-03-01-01-01-10.wav,happy,medium,Kids are talking by the door,01,10
03-01-05-01-02-02-10.wav,angry,medium,Dogs are sitting by the door,02,10
03-01-08-01-02-02-10.wav,surprised,medium,Dogs are sitting by the door,02,10
03-01-02-01-01-02-10.wav,calm,medium,Kids are talking by the door,02,10
03-01-05-02-01-02-10.wav,angry,high,Kids are talking by the door,02,10
03-01-01-01-02-02-10.wav,neutral,medium,Dogs are sitting by the door,02,10
03-01-02-01-01-01-10.wav,calm,medium,Kids are talking by the door,01,10
03-01-06-01-02-01-10.wav,fearful,medium,Dogs are sitting by the door,01,10
03-01-07-02-02-01-10.wav,disgust,high,Dogs are sitting by the door,01,10
03-01-03-02-02-02-10.wav,happy,high,Dogs are sitting by the door,02,10
03-01-05-02-01-01-10.wav,angry,high,Kids are talking by the door,01,10
03-01-07-01-02-02-10.wav,disgust,medium,Dogs are sitting by the door,02,10
03-01-06-01-01-02-10.wav,fearful,medium,Kids are talking by the door,02,10
03-01-02-02-01-01-10.wav,calm,high,Kids are talking by the door,01,10
03-01-07-02-01-01-10.wav,disgust,high,Kids are talking by the door,01,10
03-01-04-02-01-02-10.wav,sad,high,Kids are talking by the door,02,10
03-01-01-01-01-02-10.wav,neutral,medium,Kids are talking by the door,02,10
03-01-04-02-01-01-10.wav,sad,high,Kids are talking by the door,01,10
03-01-03-02-02-01-10.wav,happy,high,Dogs are sitting by the door,01,10
03-01-07-02-01-02-10.wav,disgust,high,Kids are talking by the door,02,10
03-01-08-02-02-01-10.wav,surprised,high,Dogs are sitting by the door,01,10
03-01-06-02-01-02-10.wav,fearful,high,Kids are talking by the door,02,10
03-01-06-02-02-01-10.wav,fearful,high,Dogs are sitting by the door,01,10
03-01-05-01-01-01-10.wav,angry,medium,Kids are talking by the door,01,10
03-01-07-01-01-01-10.wav,disgust,medium,Kids are talking by the door,01,10
03-01-07-01-01-02-10.wav,disgust,medium,Kids are talking by the door,02,10
03-01-08-02-01-01-10.wav,surprised,high,Kids are talking by the door,01,10
03-01-01-01-02-01-10.wav,neutral,medium,Dogs are sitting by the door,01,10
03-01-04-01-01-01-10.wav,sad,medium,Kids are talking by the door,01,10
03-01-05-02-02-02-10.wav,angry,high,Dogs are sitting by the door,02,10
03-01-01-01-01-01-10.wav,neutral,medium,Kids are talking by the door,01,10
03-01-02-02-02-01-10.wav,calm,high,Dogs are sitting by the door,01,10
03-01-04-02-02-01-10.wav,sad,high,Dogs are sitting by the door,01,10
03-01-07-02-02-02-10.wav,disgust,high,Dogs are sitting by the door,02,10
03-01-05-01-02-02-22.wav,angry,medium,Dogs are sitting by the door,02,22
03-01-05-01-01-01-22.wav,angry,medium,Kids are talking by the door,01,22
03-01-08-02-02-02-22.wav,surprised,high,Dogs are sitting by the door,02,22
03-01-02-01-01-02-22.wav,calm,medium,Kids are talking by the door,02,22
03-01-05-02-01-01-22.wav,angry,high,Kids are talking by the door,01,22
03-01-04-01-02-02-22.wav,sad,medium,Dogs are sitting by the door,02,22
03-01-06-02-02-02-22.wav,fearful,high,Dogs are sitting by the door,02,22
03-01-08-01-02-01-22.wav,surprised,medium,Dogs are sitting by the door,01,22
03-01-08-02-02-01-22.wav,surprised,high,Dogs are sitting by the door,01,22
03-01-03-01-01-02-22.wav,happy,medium,Kids are talking by the door,02,22
03-01-03-02-01-02-22.wav,happy,high,Kids are talking by the door,02,22
03-01-02-02-02-01-22.wav,calm,high,Dogs are sitting by the door,01,22
03-01-06-01-01-01-22.wav,fearful,medium,Kids are talking by the door,01,22
03-01-04-01-02-01-22.wav,sad,medium,Dogs are sitting by the door,01,22
03-01-01-01-01-02-22.wav,neutral,medium,Kids are talking by the door,02,22
03-01-06-02-01-01-22.wav,fearful,high,Kids are talking by the door,01,22
03-01-04-02-01-01-22.wav,sad,high,Kids are talking by the door,01,22
03-01-07-02-02-01-22.wav,disgust,high,Dogs are sitting by the door,01,22
03-01-04-02-02-01-22.wav,sad,high,Dogs are sitting by the door,01,22
03-01-07-01-02-01-22.wav,disgust,medium,Dogs are sitting by the door,01,22
03-01-02-01-02-02-22.wav,calm,medium,Dogs are sitting by the door,02,22
03-01-08-01-01-02-22.wav,surprised,medium,Kids are talking by the door,02,22
03-01-02-02-01-02-22.wav,calm,high,Kids are talking by the door,02,22
03-01-01-01-02-02-22.wav,neutral,medium,Dogs are sitting by the door,02,22
03-01-05-02-02-02-22.wav,angry,high,Dogs are sitting by the door,02,22
03-01-08-01-01-01-22.wav,surprised,medium,Kids are talking by the door,01,22
03-01-06-02-02-01-22.wav,fearful,high,Dogs are sitting by the door,01,22
03-01-03-01-02-02-22.wav,happy,medium,Dogs are sitting by the door,02,22
03-01-06-01-02-02-22.wav,fearful,medium,Dogs are sitting by the door,02,22
03-01-08-02-01-01-22.wav,surprised,high,Kids are talking by the door,01,22
03-01-03-02-02-02-22.wav,happy,high,Dogs are sitting by the door,02,22
03-01-01-01-02-01-22.wav,neutral,medium,Dogs are sitting by the door,01,22
03-01-04-02-01-02-22.wav,sad,high,Kids are talking by the door,02,22
03-01-02-02-01-01-22.wav,calm,high,Kids are talking by the door,01,22
03-01-07-02-01-01-22.wav,disgust,high,Kids are talking by the door,01,22
03-01-05-01-01-02-22.wav,angry,medium,Kids are talking by the door,02,22
03-01-03-02-01-01-22.wav,happy,high,Kids are talking by the door,01,22
03-01-03-01-02-01-22.wav,happy,medium,Dogs are sitting by the door,01,22
03-01-04-01-01-02-22.wav,sad,medium,Kids are talking by the door,02,22
03-01-07-01-02-02-22.wav,disgust,medium,Dogs are sitting by the door,02,22
03-01-02-01-01-01-22.wav,calm,medium,Kids are talking by the door,01,22
03-01-07-02-01-02-22.wav,disgust,high,Kids are talking by the door,02,22
03-01-04-02-02-02-22.wav,sad,high,Dogs are sitting by the door,02,22
03-01-05-02-02-01-22.wav,angry,high,Dogs are sitting by the door,01,22
03-01-02-01-02-01-22.wav,calm,medium,Dogs are sitting by the door,01,22
03-01-05-02-01-02-22.wav,angry,high,Kids are talking by the door,02,22
03-01-01-01-01-01-22.wav,neutral,medium,Kids are talking by the door,01,22
03-01-06-02-01-02-22.wav,fearful,high,Kids are talking by the door,02,22
03-01-06-01-02-01-22.wav,fearful,medium,Dogs are sitting by the door,01,22
03-01-07-01-01-01-22.wav,disgust,medium,Kids are talking by the door,01,22
03-01-07-02-02-02-22.wav,disgust,high,Dogs are sitting by the door,02,22
03-01-06-01-01-02-22.wav,fearful,medium,Kids are talking by the door,02,22
03-01-04-01-01-01-22.wav,sad,medium,Kids are talking by the door,01,22
03-01-07-01-01-02-22.wav,disgust,medium,Kids are talking by the door,02,22
03-01-02-02-02-02-22.wav,calm,high,Dogs are sitting by the door,02,22
03-01-08-01-02-02-22.wav,surprised,medium,Dogs are sitting by the door,02,22
03-01-03-01-01-01-22.wav,happy,medium,Kids are talking by the door,01,22
03-01-08-02-01-02-22.wav,surprised,high,Kids are talking by the door,02,22
03-01-03-02-02-01-22.wav,happy,high,Dogs are sitting by the door,01,22
03-01-05-01-02-01-22.wav,angry,medium,Dogs are sitting by the door,01,22
03-01-07-01-02-02-17.wav,disgust,medium,Dogs are sitting by the door,02,17
03-01-04-02-01-01-17.wav,sad,high,Kids are talking by the door,01,17
03-01-08-01-01-01-17.wav,surprised,medium,Kids are talking by the door,01,17
03-01-07-01-01-01-17.wav,disgust,medium,Kids are talking by the door,01,17
03-01-02-01-01-02-17.wav,calm,medium,Kids are talking by the door,02,17
03-01-04-02-02-02-17.wav,sad,high,Dogs are sitting by the door,02,17
03-01-04-01-01-01-17.wav,sad,medium,Kids are talking by the door,01,17
03-01-04-01-01-02-17.wav,sad,medium,Kids are talking by the door,02,17
03-01-08-02-02-02-17.wav,surprised,high,Dogs are sitting by the door,02,17
03-01-04-02-01-02-17.wav,sad,high,Kids are talking by the door,02,17
03-01-02-02-02-02-17.wav,calm,high,Dogs are sitting by the door,02,17
03-01-05-01-02-01-17.wav,angry,medium,Dogs are sitting by the door,01,17
03-01-05-01-02-02-17.wav,angry,medium,Dogs are sitting by the door,02,17
03-01-07-02-02-02-17.wav,disgust,high,Dogs are sitting by the door,02,17
03-01-05-01-01-02-17.wav,angry,medium,Kids are talking by the door,02,17
03-01-08-02-01-02-17.wav,surprised,high,Kids are talking by the door,02,17
03-01-08-02-01-01-17.wav,surprised,high,Kids are talking by the door,01,17
03-01-07-01-02-01-17.wav,disgust,medium,Dogs are sitting by the door,01,17
03-01-01-01-02-01-17.wav,neutral,medium,Dogs are sitting by the door,01,17
03-01-08-01-02-01-17.wav,surprised,medium,Dogs are sitting by the door,01,17
03-01-03-01-02-01-17.wav,happy,medium,Dogs are sitting by the door,01,17
03-01-07-02-02-01-17.wav,disgust,high,Dogs are sitting by the door,01,17
03-01-05-02-02-01-17.wav,angry,high,Dogs are sitting by the door,01,17
03-01-04-02-02-01-17.wav,sad,high,Dogs are sitting by the door,01,17
03-01-04-01-02-01-17.wav,sad,medium,Dogs are sitting by the door,01,17
03-01-08-01-01-02-17.wav,surprised,medium,Kids are talking by the door,02,17
03-01-06-02-01-02-17.wav,fearful,high,Kids are talking by the door,02,17
03-01-07-02-01-02-17.wav,disgust,high,Kids are talking by the door,02,17
03-01-01-01-01-01-17.wav,neutral,medium,Kids are talking by the door,01,17
03-01-02-01-02-01-17.wav,calm,medium,Dogs are sitting by the door,01,17
03-01-05-02-01-02-17.wav,angry,high,Kids are talking by the door,02,17
03-01-06-01-01-02-17.wav,fearful,medium,Kids are talking by the door,02,17
03-01-03-01-01-02-17.wav,happy,medium,Kids are talking by the door,02,17
03-01-01-01-02-02-17.wav,neutral,medium,Dogs are sitting by the door,02,17
03-01-06-01-01-01-17.wav,fearful,medium,Kids are talking by the door,01,17
03-01-01-01-01-02-17.wav,neutral,medium,Kids are talking by the door,02,17
03-01-02-02-01-01-17.wav,calm,high,Kids are talking by the door,01,17
03-01-02-02-02-01-17.wav,calm,high,Dogs are sitting by the door,01,17
03-01-08-02-02-01-17.wav,surprised,high,Dogs are sitting by the door,01,17
03-01-04-01-02-02-17.wav,sad,medium,Dogs are sitting by the door,02,17
03-01-03-01-02-02-17.wav,happy,medium,Dogs are sitting by the door,02,17
03-01-02-01-02-02-17.wav,calm,medium,Dogs are sitting by the door,02,17
03-01-06-02-01-01-17.wav,fearful,high,Kids are talking by the door,01,17
03-01-05-02-01-01-17.wav,angry,high,Kids are talking by the door,01,17
03-01-03-02-01-02-17.wav,happy,high,Kids are talking by the door,02,17
03-01-05-02-02-02-17.wav,angry,high,Dogs are sitting by the door,02,17
03-01-06-01-02-02-17.wav,fearful,medium,Dogs are sitting by the door,02,17
03-01-03-01-01-01-17.wav,happy,medium,Kids are talking by the door,01,17
03-01-06-02-02-02-17.wav,fearful,high,Dogs are sitting by the door,02,17
03-01-06-01-02-01-17.wav,fearful,medium,Dogs are sitting by the door,01,17
03-01-02-02-01-02-17.wav,calm,high,Kids are talking by the door,02,17
03-01-03-02-01-01-17.wav,happy,high,Kids are talking by the door,01,17
03-01-07-02-01-01-17.wav,disgust,high,Kids are talking by the door,01,17
03-01-06-02-02-01-17.wav,fearful,high,Dogs are sitting by the door,01,17
03-01-02-01-01-01-17.wav,calm,medium,Kids are talking by the door,01,17
03-01-08-01-02-02-17.wav,surprised,medium,Dogs are sitting by the door,02,17
03-01-03-02-02-01-17.wav,happy,high,Dogs are sitting by the door,01,17
03-01-05-01-01-01-17.wav,angry,medium,Kids are talking by the door,01,17
03-01-07-01-01-02-17.wav,disgust,medium,Kids are talking by the door,02,17
03-01-03-02-02-02-17.wav,happy,high,Dogs are sitting by the door,02,17
03-01-06-02-02-02-09.wav,fearful,high,Dogs are sitting by the door,02,09
03-01-02-01-02-02-09.wav,calm,medium,Dogs are sitting by the door,02,09
03-01-06-01-01-02-09.wav,fearful,medium,Kids are talking by the door,02,09
03-01-02-02-02-02-09.wav,calm,high,Dogs are sitting by the door,02,09
03-01-08-02-01-02-09.wav,surprised,high,Kids are talking by the door,02,09
03-01-08-02-02-01-09.wav,surprised,high,Dogs are sitting by the door,01,09
03-01-06-02-01-01-09.wav,fearful,high,Kids are talking by the door,01,09
03-01-03-01-02-01-09.wav,happy,medium,Dogs are sitting by the door,01,09
03-01-06-01-02-02-09.wav,fearful,medium,Dogs are sitting by the door,02,09
03-01-03-02-01-02-09.wav,happy,high,Kids are talking by the door,02,09
03-01-05-01-01-02-09.wav,angry,medium,Kids are talking by the door,02,09
03-01-06-01-01-01-09.wav,fearful,medium,Kids are talking by the door,01,09
03-01-02-02-01-01-09.wav,calm,high,Kids are talking by the door,01,09
03-01-08-01-02-01-09.wav,surprised,medium,Dogs are sitting by the door,01,09
03-01-02-01-01-02-09.wav,calm,medium,Kids are talking by the door,02,09
03-01-03-01-01-02-09.wav,happy,medium,Kids are talking by the door,02,09
03-01-04-01-01-01-09.wav,sad,medium,Kids are talking by the door,01,09
03-01-04-01-01-02-09.wav,sad,medium,Kids are talking by the door,02,09
03-01-08-01-02-02-09.wav,surprised,medium,Dogs are sitting by the door,02,09
03-01-08-02-01-01-09.wav,surprised,high,Kids are talking by the door,01,09
03-01-06-01-02-01-09.wav,fearful,medium,Dogs are sitting by the door,01,09
03-01-07-02-01-02-09.wav,disgust,high,Kids are talking by the door,02,09
03-01-03-02-01-01-09.wav,happy,high,Kids are talking by the door,01,09
03-01-02-02-01-02-09.wav,calm,high,Kids are talking by the door,02,09
03-01-07-01-02-02-09.wav,disgust,medium,Dogs are sitting by the door,02,09
03-01-05-01-02-02-09.wav,angry,medium,Dogs are sitting by the door,02,09
03-01-07-02-01-01-09.wav,disgust,high,Kids are talking by the door,01,09
03-01-07-02-02-02-09.wav,disgust,high,Dogs are sitting by the door,02,09
03-01-05-02-02-02-09.wav,angry,high,Dogs are sitting by the door,02,09
03-01-07-01-02-01-09.wav,disgust,medium,Dogs are sitting by the door,01,09
03-01-03-02-02-01-09.wav,happy,high,Dogs are sitting by the door,01,09
03-01-07-01-01-02-09.wav,disgust,medium,Kids are talking by the door,02,09
03-01-01-01-01-02-09.wav,neutral,medium,Kids are talking by the door,02,09
03-01-02-01-02-01-09.wav,calm,medium,Dogs are sitting by the door,01,09
03-01-03-01-01-01-09.wav,happy,medium,Kids are talking by the door,01,09
03-01-04-02-02-02-09.wav,sad,high,Dogs are sitting by the door,02,09
03-01-08-02-02-02-09.wav,surprised,high,Dogs are sitting by the door,02,09
03-01-08-01-01-02-09.wav,surprised,medium,Kids are talking by the door,02,09
03-01-02-02-02-01-09.wav,calm,high,Dogs are sitting by the door,01,09
03-01-04-01-02-02-09.wav,sad,medium,Dogs are sitting by the door,02,09
03-01-03-01-02-02-09.wav,happy,medium,Dogs are sitting by the door,02,09
03-01-07-02-02-01-09.wav,disgust,high,Dogs are sitting by the door,01,09
03-01-01-01-02-02-09.wav,neutral,medium,Dogs are sitting by the door,02,09
03-01-05-02-01-01-09.wav,angry,high,Kids are talking by the door,01,09
03-01-04-02-02-01-09.wav,sad,high,Dogs are sitting by the door,01,09
03-01-05-01-01-01-09.wav,angry,medium,Kids are talking by the door,01,09
03-01-04-02-01-02-09.wav,sad,high,Kids are talking by the door,02,09
03-01-06-02-01-02-09.wav,fearful,high,Kids are talking by the door,02,09
03-01-04-01-02-01-09.wav,sad,medium,Dogs are sitting by the door,01,09
03-01-01-01-01-01-09.wav,neutral,medium,Kids are talking by the door,01,09
03-01-08-01-01-01-09.wav,surprised,medium,Kids are talking by the door,01,09
03-01-07-01-01-01-09.wav,disgust,medium,Kids are talking by the door,01,09
03-01-04-02-01-01-09.wav,sad,high,Kids are talking by the door,01,09
03-01-05-01-02-01-09.wav,angry,medium,Dogs are sitting by the door,01,09
03-01-01-01-02-01-09.wav,neutral,medium,Dogs are sitting by the door,01,09
03-01-06-02-02-01-09.wav,fearful,high,Dogs are sitting by the door,01,09
03-01-03-02-02-02-09.wav,happy,high,Dogs are sitting by the door,02,09
03-01-02-01-01-01-09.wav,calm,medium,Kids are talking by the door,01,09
03-01-05-02-01-02-09.wav,angry,high,Kids are talking by the door,02,09
03-01-05-02-02-01-09.wav,angry,high,Dogs are sitting by the door,01,09
03-01-02-01-01-01-01.wav,calm,medium,Kids are talking by the door,01,01
03-01-05-01-02-01-01.wav,angry,medium,Dogs are sitting by the door,01,01
03-01-07-01-02-02-01.wav,disgust,medium,Dogs are sitting by the door,02,01
03-01-05-02-01-02-01.wav,angry,high,Kids are talking by the door,02,01
03-01-03-02-02-02-01.wav,happy,high,Dogs are sitting by the door,02,01
03-01-05-01-02-02-01.wav,angry,medium,Dogs are sitting by the door,02,01
03-01-08-01-02-02-01.wav,surprised,medium,Dogs are sitting by the door,02,01
03-01-06-01-02-01-01.wav,fearful,medium,Dogs are sitting by the door,01,01
03-01-03-02-02-01-01.wav,happy,high,Dogs are sitting by the door,01,01
03-01-08-01-01-02-01.wav,surprised,medium,Kids are talking by the door,02,01
03-01-05-01-01-02-01.wav,angry,medium,Kids are talking by the door,02,01
03-01-03-02-01-01-01.wav,happy,high,Kids are talking by the door,01,01
03-01-04-02-01-01-01.wav,sad,high,Kids are talking by the door,01,01
03-01-07-01-01-02-01.wav,disgust,medium,Kids are talking by the door,02,01
03-01-08-02-01-02-01.wav,surprised,high,Kids are talking by the door,02,01
03-01-06-02-02-01-01.wav,fearful,high,Dogs are sitting by the door,01,01
03-01-07-02-02-01-01.wav,disgust,high,Dogs are sitting by the door,01,01
03-01-06-01-01-01-01.wav,fearful,medium,Kids are talking by the door,01,01
03-01-02-02-01-02-01.wav,calm,high,Kids are talking by the door,02,01
03-01-01-01-01-01-01.wav,neutral,medium,Kids are talking by the door,01,01
03-01-03-01-01-01-01.wav,happy,medium,Kids are talking by the door,01,01
03-01-08-01-01-01-01.wav,surprised,medium,Kids are talking by the door,01,01
03-01-01-01-02-01-01.wav,neutral,medium,Dogs are sitting by the door,01,01
03-01-03-01-02-02-01.wav,happy,medium,Dogs are sitting by the door,02,01
03-01-07-01-01-01-01.wav,disgust,medium,Kids are talking by the door,01,01
03-01-01-01-02-02-01.wav,neutral,medium,Dogs are sitting by the door,02,01
03-01-03-01-01-02-01.wav,happy,medium,Kids are talking by the door,02,01
03-01-08-02-01-01-01.wav,surprised,high,Kids are talking by the door,01,01
03-01-02-01-02-02-01.wav,calm,medium,Dogs are sitting by the door,02,01
03-01-08-02-02-02-01.wav,surprised,high,Dogs are sitting by the door,02,01
03-01-07-01-02-01-01.wav,disgust,medium,Dogs are sitting by the door,01,01
03-01-06-01-01-02-01.wav,fearful,medium,Kids are talking by the door,02,01
03-01-04-01-01-02-01.wav,sad,medium,Kids are talking by the door,02,01
03-01-06-02-02-02-01.wav,fearful,high,Dogs are sitting by the door,02,01
03-01-06-02-01-01-01.wav,fearful,high,Kids are talking by the door,01,01
03-01-02-01-02-01-01.wav,calm,medium,Dogs are sitting by the door,01,01
03-01-08-02-02-01-01.wav,surprised,high,Dogs are sitting by the door,01,01
03-01-04-01-02-02-01.wav,sad,medium,Dogs are sitting by the door,02,01
03-01-05-02-02-01-01.wav,angry,high,Dogs are sitting by the door,01,01
03-01-07-02-02-02-01.wav,disgust,high,Dogs are sitting by the door,02,01
03-01-02-01-01-02-01.wav,calm,medium,Kids are talking by the door,02,01
03-01-07-02-01-02-01.wav,disgust,high,Kids are talking by the door,02,01
03-01-04-01-02-01-01.wav,sad,medium,Dogs are sitting by the door,01,01
03-01-03-02-01-02-01.wav,happy,high,Kids are talking by the door,02,01
03-01-03-01-02-01-01.wav,happy,medium,Dogs are sitting by the door,01,01
03-01-07-02-01-01-01.wav,disgust,high,Kids are talking by the door,01,01
03-01-05-02-02-02-01.wav,angry,high,Dogs are sitting by the door,02,01
03-01-08-01-02-01-01.wav,surprised,medium,Dogs are sitting by the door,01,01
03-01-02-02-02-01-01.wav,calm,high,Dogs are sitting by the door,01,01
03-01-06-01-02-02-01.wav,fearful,medium,Dogs are sitting by the door,02,01
03-01-01-01-01-02-01.wav,neutral,medium,Kids are talking by the door,02,01
03-01-04-01-01-01-01.wav,sad,medium,Kids are talking by the door,01,01
03-01-04-02-02-02-01.wav,sad,high,Dogs are sitting by the door,02,01
03-01-02-02-02-02-01.wav,calm,high,Dogs are sitting by the door,02,01
03-01-02-02-01-01-01.wav,calm,high,Kids are talking by the door,01,01
03-01-04-02-02-01-01.wav,sad,high,Dogs are sitting by the door,01,01
03-01-04-02-01-02-01.wav,sad,high,Kids are talking by the door,02,01
03-01-06-02-01-02-01.wav,fearful,high,Kids are talking by the door,02,01
03-01-05-02-01-01-01.wav,angry,high,Kids are talking by the door,01,01
03-01-05-01-01-01-01.wav,angry,medium,Kids are talking by the door,01,01
03-01-05-01-01-01-14.wav,angry,medium,Kids are talking by the door,01,14
03-01-04-02-01-01-14.wav,sad,high,Kids are talking by the door,01,14
03-01-02-02-02-01-14.wav,calm,high,Dogs are sitting by the door,01,14
03-01-08-01-01-02-14.wav,surprised,medium,Kids are talking by the door,02,14
03-01-08-02-02-01-14.wav,surprised,high,Dogs are sitting by the door,01,14
03-01-08-02-01-02-14.wav,surprised,high,Kids are talking by the door,02,14
03-01-07-02-02-02-14.wav,disgust,high,Dogs are sitting by the door,02,14
03-01-05-02-01-01-14.wav,angry,high,Kids are talking by the door,01,14
03-01-02-02-01-02-14.wav,calm,high,Kids are talking by the door,02,14
03-01-06-01-01-02-14.wav,fearful,medium,Kids are talking by the door,02,14
03-01-03-02-02-01-14.wav,happy,high,Dogs are sitting by the door,01,14
03-01-03-02-01-02-14.wav,happy,high,Kids are talking by the door,02,14
03-01-03-01-02-02-14.wav,happy,medium,Dogs are sitting by the door,02,14
03-01-07-02-01-01-14.wav,disgust,high,Kids are talking by the door,01,14
03-01-08-02-01-01-14.wav,surprised,high,Kids are talking by the door,01,14
